spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,average_song
7qXptgpZGo8AFPhJCBVLFE,LINDA,"Tito Double P, Neton Vega",31,-4,1,MX,2025-02-16,79,True,224210,INCÓMODO,2024-08-22,0.911,0.761,6,-6.712,0,0.0507,0.135,3.48e-05,0.163,0.948,124.983,4,Higher
4Ndjd6DhKIC5IPoBIrMQuX,Ese Vato No Te Queda,"Carin Leon, Gabito Ballesteros",32,2,8,MX,2025-02-16,84,True,198607,Ese Vato No Te Queda,2024-10-24,0.748,0.74,7,-3.643,0,0.0387,0.0292,0.000109,0.087,0.618,117.955,4,About_Average
59D4DOkspUbWyMmbAPQkxZ,VOY A LLeVARTE PA PR,Bad Bunny,33,2,-3,MX,2025-02-16,92,True,156364,DeBÍ TiRAR MáS FOToS,2025-01-05,0.148,0.604,7,-35.032,1,0.0588,0.921,0.453,0.405,1e-05,106.295,3,Lower
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",34,-2,0,MX,2025-02-16,98,False,251667,Die With A Smile,2024-08-16,0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,3,Lower
1pn82sWTAmrP709W07VImY,Gallos Y Caballos,"Grupo Maximo Grado, Natanael Cano",35,2,-6,MX,2025-02-16,76,True,158543,Gallos Y Caballos,2025-01-30,0.779,0.921,10,-2.778,1,0.0543,0.202,0.0,0.29,0.929,113.407,3,Higher
4JLZyyWuvvse6xKiZqRdau,Todo a Su Tiempo,Neton Vega,36,-10,-12,MX,2025-02-16,79,False,238240,Todo a Su Tiempo,2024-09-27,0.801,0.884,4,-6.039,0,0.0828,0.751,0.00219,0.0558,0.87,137.944,3,Higher
6v5qt5KPQHJt5ckWuhDGtM,El Mayor De Los Ranas,"Victor Valverde, JR Torres",37,5,4,MX,2025-02-16,67,True,172059,Con Tokio,2025-01-17,0.842,0.748,10,-4.647,0,0.0706,0.278,0.0,0.0437,0.881,91.02,4,About_Average
3t72JCbFJ3syOhFC7x9Pa4,M&M,Neton Vega,38,12,12,MX,2025-02-16,56,False,166801,Mi Vida Mi Muerte,2025-02-14,0.596,0.839,5,-6.022,1,0.038,0.334,0.00713,0.0952,0.537,178.837,3,Higher
1YYfyJ2yCvGFCxwjsIqEK9,Khé?,"Rauw Alejandro, Romeo Santos",39,-8,-14,MX,2025-02-16,87,False,206066,Cosa Nuestra,2024-11-15,0.687,0.627,7,-4.975,1,0.181,0.326,0.0,0.0893,0.47,155.865,4,Higher
1V14rt4SEpMU1wCdmGz6eB,Me Ha Costado,"Neton Vega, Alemán, Victor Mendivil",40,10,10,MX,2025-02-16,57,False,216000,Mi Vida Mi Muerte,2025-02-14,0.792,0.779,2,-3.248,1,0.223,0.31,5.8e-06,0.515,0.756,89.943,4,Higher
2JJdNXpiCQoAeLQvVMpIEh,Yo Vengo De La Nada,"Juan Freer, miguel cornejo",41,3,-4,MX,2025-02-16,77,False,156807,Yo Vengo De La Nada,2024-12-20,0.758,0.834,4,-6.089,0,0.0391,0.351,0.0,0.111,0.781,129.88,3,About_Average
1cZHUhGz7xJ8c4szDipipd,Mejores Jordans,"Victor Mendivil, Oscar Maydon",42,-2,-3,MX,2025-02-16,79,False,234077,Mejores Jordans,2024-07-30,0.669,0.583,1,-8.949,1,0.269,0.603,2.54e-06,0.1,0.271,115.221,4,Lower
51qYdMBxt9mFbtZBzq1Yfi,Regalo De Dios,Julión Álvarez y su Norteño Banda,43,6,7,MX,2025-02-16,80,False,185933,PRESENTE,2023-11-17,0.792,0.516,4,-6.097,0,0.027,0.197,0.0,0.0855,0.916,108.939,4,About_Average
24teIhDYO2RocTA2v5dY0r,Extssy Model,Junior H,44,-1,-1,MX,2025-02-16,78,False,240654,Mi Vida En Un Cigarro 2,2022-02-11,0.675,0.725,4,-4.766,0,0.0334,0.0839,0.0,0.334,0.469,92.513,3,Higher
0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",45,-4,-12,MX,2025-02-16,89,True,191018,Cosa Nuestra,2024-11-15,0.833,0.563,4,-5.593,0,0.204,0.528,1.27e-05,0.139,0.343,105.008,4,Lower
4ZOkfHC38nxSeSqzGE5HFr,PIÉNSALO,Junior H,46,-17,-19,MX,2025-02-16,81,True,240669,$AD BOYZ 4 LIFE II,2023-10-05,0.716,0.536,2,-7.798,0,0.0328,0.452,0.0,0.208,0.359,97.541,3,Lower
0zLA16D7GXoT8K7XFaiCv3,TU SI,"Tito Double P, Armenta",47,1,-9,MX,2025-02-16,76,True,181921,INCÓMODO,2024-08-22,0.851,0.51,8,-8.904,0,0.0352,0.455,1.07e-06,0.112,0.823,114.017,3,About_Average
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,48,-2,-6,MX,2025-02-16,90,False,195824,Si Antes Te Hubiera Conocido,2024-06-21,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4,Higher
